Issue Type,Summary,Description,Priority,Labels,Test Steps,Test Data,Expected Result,Status
Test,VWO - Login: Verify user can export user role - ID_0236,This test case validates the export functionality for the user role component within the Login module of app.vwo.com.,Critical,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform Export action on User Role
4. Verify success message","user_role: admin, component_id: 7770",The user role should be successfully exported and reflected in the Login dashboard.,To Do
Test,VWO - A/B Testing: Verify user can filter api key - ID_0237,This test case validates the filter functionality for the api key component within the A/B Testing module of app.vwo.com.,Medium,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform Filter action on API Key
4. Verify success message","user_role: admin, component_id: 7298",The api key should be successfully filtered and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Heatmaps: Verify user can filter user role - ID_0238,This test case validates the filter functionality for the user role component within the Heatmaps module of app.vwo.com.,Critical,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Filter action on User Role
4. Verify success message","user_role: admin, component_id: 3685",The user role should be successfully filtered and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Heatmaps: Verify user can export segment - ID_0239,This test case validates the export functionality for the segment component within the Heatmaps module of app.vwo.com.,Low,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Export action on Segment
4. Verify success message","user_role: admin, component_id: 6537",The segment should be successfully exported and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Login: Verify user can view user role - ID_0240,This test case validates the view functionality for the user role component within the Login module of app.vwo.com.,Low,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform View action on User Role
4. Verify success message","user_role: admin, component_id: 9301",The user role should be successfully viewed and reflected in the Login dashboard.,To Do
Test,VWO - Account Settings: Verify user can filter snapshot - ID_0241,This test case validates the filter functionality for the snapshot component within the Account Settings module of app.vwo.com.,Critical,"vwo,automated,account_settings","1. Log in to app.vwo.com
2. Navigate to Account Settings
3. Perform Filter action on Snapshot
4. Verify success message","user_role: admin, component_id: 7213",The snapshot should be successfully filtered and reflected in the Account Settings dashboard.,To Do
Test,VWO - Heatmaps: Verify user can edit goal - ID_0242,This test case validates the edit functionality for the goal component within the Heatmaps module of app.vwo.com.,High,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Edit action on Goal
4. Verify success message","user_role: admin, component_id: 4221",The goal should be successfully edited and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Session Recordings: Verify user can export dashboard widget - ID_0243,This test case validates the export functionality for the dashboard widget component within the Session Recordings module of app.vwo.com.,Medium,"vwo,automated,session_recordings","1. Log in to app.vwo.com
2. Navigate to Session Recordings
3. Perform Export action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 5463",The dashboard widget should be successfully exported and reflected in the Session Recordings dashboard.,To Do
Test,VWO - Account Settings: Verify user can filter snapshot - ID_0244,This test case validates the filter functionality for the snapshot component within the Account Settings module of app.vwo.com.,Critical,"vwo,automated,account_settings","1. Log in to app.vwo.com
2. Navigate to Account Settings
3. Perform Filter action on Snapshot
4. Verify success message","user_role: admin, component_id: 3958",The snapshot should be successfully filtered and reflected in the Account Settings dashboard.,To Do
Test,VWO - A/B Testing: Verify user can search goal - ID_0245,This test case validates the search functionality for the goal component within the A/B Testing module of app.vwo.com.,Medium,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform Search action on Goal
4. Verify success message","user_role: admin, component_id: 1477",The goal should be successfully searched and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Login: Verify user can delete campaign - ID_0246,This test case validates the delete functionality for the campaign component within the Login module of app.vwo.com.,Medium,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform Delete action on Campaign
4. Verify success message","user_role: admin, component_id: 3892",The campaign should be successfully deleteed and reflected in the Login dashboard.,To Do
Test,VWO - Heatmaps: Verify user can search user role - ID_0247,This test case validates the search functionality for the user role component within the Heatmaps module of app.vwo.com.,High,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Search action on User Role
4. Verify success message","user_role: admin, component_id: 2146",The user role should be successfully searched and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Login: Verify user can export user role - ID_0248,This test case validates the export functionality for the user role component within the Login module of app.vwo.com.,Low,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform Export action on User Role
4. Verify success message","user_role: admin, component_id: 8197",The user role should be successfully exported and reflected in the Login dashboard.,To Do
Test,VWO - Integrations: Verify user can export variation - ID_0249,This test case validates the export functionality for the variation component within the Integrations module of app.vwo.com.,Critical,"vwo,automated,integrations","1. Log in to app.vwo.com
2. Navigate to Integrations
3. Perform Export action on Variation
4. Verify success message","user_role: admin, component_id: 7403",The variation should be successfully exported and reflected in the Integrations dashboard.,To Do
Test,VWO - A/B Testing: Verify user can create segment - ID_0250,This test case validates the create functionality for the segment component within the A/B Testing module of app.vwo.com.,High,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform Create action on Segment
4. Verify success message","user_role: admin, component_id: 2565",The segment should be successfully createed and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Session Recordings: Verify user can view campaign - ID_0251,This test case validates the view functionality for the campaign component within the Session Recordings module of app.vwo.com.,Medium,"vwo,automated,session_recordings","1. Log in to app.vwo.com
2. Navigate to Session Recordings
3. Perform View action on Campaign
4. Verify success message","user_role: admin, component_id: 6452",The campaign should be successfully viewed and reflected in the Session Recordings dashboard.,To Do
Test,VWO - Surveys: Verify user can export dashboard widget - ID_0252,This test case validates the export functionality for the dashboard widget component within the Surveys module of app.vwo.com.,Low,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform Export action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 3595",The dashboard widget should be successfully exported and reflected in the Surveys dashboard.,To Do
